Date,Model,Candidate,Probability
2024-09-06,PEC,Trump,0.5795734259025979
2024-09-08,PEC,Harris,0.4692975773255831
2024-09-08,PEC,Trump,0.5307024226744169
2024-09-09,PEC,Harris,0.434466784447299
2024-09-09,PEC,Trump,0.565533215552701
2024-09-10,PEC,Harris,0.45898210913160964
2024-09-10,PEC,Trump,0.5410178908683904
2024-09-11,PEC,Harris,0.45732978997819773
2024-09-11,PEC,Trump,0.5426702100218023
2024-09-12,PEC,Harris,0.4498800681759543
2024-09-12,PEC,Trump,0.5501199318240457
2024-09-13,PEC,Harris,0.49733151601450964
2024-09-13,PEC,Trump,0.5026684839854904
2024-09-14,PEC,Harris,0.48539415716493806
2024-09-14,PEC,Trump,0.5146058428350619
2024-09-15,PEC,Harris,0.4641994763515723
2024-09-15,PEC,Trump,0.5358005236484277
2024-09-16,PEC,Harris,0.47437193734134486
2024-09-16,PEC,Trump,0.5256280626586551
2024-09-17,PEC,Harris,0.4793024797502293
2024-09-17,PEC,Trump,0.5206975202497707
2024-09-18,PEC,Harris,0.4738053576273964
2024-09-18,PEC,Trump,0.5261946423726036
2024-09-19,PEC,Harris,0.5009696248796363
2024-09-19,PEC,Trump,0.4990303751203637
2024-09-20,PEC,Harris,0.693614688780308
2024-09-20,PEC,Trump,0.30638531121969204
2024-09-21,PEC,Harris,0.7218255802106921
2024-09-21,PEC,Trump,0.2781744197893079
2024-09-22,PEC,Harris,0.6431564879136946
2024-09-22,PEC,Trump,0.3568435120863054
2024-09-23,PEC,Harris,0.5516242646560999
2024-09-23,PEC,Trump,0.4483757353439001
2024-09-24,PEC,Harris,0.48603513393264164
2024-09-24,PEC,Trump,0.5139648660673584
2024-09-25,PEC,Harris,0.5697781256249534
2024-09-25,PEC,Trump,0.4302218743750465
2024-09-26,PEC,Harris,0.6186534800626813
2024-09-26,PEC,Trump,0.3813465199373187
2024-09-27,PEC,Harris,0.6695334007645166
2024-09-27,PEC,Trump,0.3304665992354834
2024-09-28,PEC,Harris,0.6605567600403676
2024-09-28,PEC,Trump,0.33944323995963244
2024-09-29,PEC,Harris,0.7004956783865952
2024-09-29,PEC,Trump,0.2995043216134048
2024-09-30,PEC,Harris,0.6009033699630737
2024-09-30,PEC,Trump,0.3990966300369263
2024-10-01,PEC,Harris,0.5980182378357648
2024-10-01,PEC,Trump,0.40198176216423515
2024-10-02,PEC,Harris,0.5083215722882131
2024-10-02,PEC,Trump,0.491678427711787
2024-10-03,PEC,Harris,0.4474552136382447
2024-10-03,PEC,Trump,0.5525447863617553
2024-10-04,PEC,Harris,0.5384704091515633
2024-10-04,PEC,Trump,0.4615295908484367
2024-10-05,PEC,Harris,0.5208415714571819
2024-10-05,PEC,Trump,0.47915842854281804
2024-10-06,PEC,Harris,0.49222013939408726
2024-10-06,PEC,Trump,0.5077798606059127
2024-10-07,PEC,Harris,0.49225532670173233
2024-10-07,PEC,Trump,0.5077446732982677
2024-10-08,PEC,Harris,0.575614592809476
2024-10-08,PEC,Trump,0.424385407190524
2024-10-09,PEC,Harris,0.5825019438687042
2024-10-09,PEC,Trump,0.41749805613129576
2024-10-10,PEC,Harris,0.4192086389985483
2024-10-10,PEC,Trump,0.5807913610014517
